episode,reward_sum,epsilon,timestamp,reward_sum_human
54,23.78089811889562,0.9029373243680279,2025-11-11T08:10:22.352079,
55,-49.25102603,0.9011314497192918,2025-11-11T08:10:28.773194,
56,-64.04725156,0.8993291868198532,2025-11-11T08:10:35.657979,
57,-31.60612368,0.8975305284462135,2025-11-11T08:10:42.221962,
58,-25.54564356,0.8957354673893211,2025-11-11T08:10:48.615362,
59,57.500306807988636,0.8939439964545425,2025-11-11T08:10:55.290915,
60,-4.588252953,0.8921561084616334,2025-11-11T08:11:02.255319,
61,18.24562584960419,0.8903717962447101,2025-11-11T08:11:09.700137,
62,-12.94687869,0.8885910526522206,2025-11-11T08:11:16.406751,
63,-26.46453989,0.8868138705469162,2025-11-11T08:11:23.363445,
64,31.856841492697626,0.8850402428058224,2025-11-11T08:11:29.915176,
65,-17.55461236,0.8832701623202107,2025-11-11T08:11:36.568629,
66,3.932554883361423,0.8815036219955703,2025-11-11T08:11:43.780461,
67,22.51963714373558,0.8797406147515792,2025-11-11T08:11:50.505826,
68,24.33768931887169,0.877981134,2025-11-11T08:11:57.756123,
69,44.734971895305065,0.8762251712550319,2025-11-11T08:12:04.642833,
70,-34.69066997,0.8744727209125218,2025-11-11T08:12:11.634399,
71,90.11184503100426,0.8727237754706968,2025-11-11T08:12:18.338484,
72,28.423060422851087,0.8709783279197554,2025-11-11T08:12:24.958297,
73,-58.97680588,0.8692363712639158,2025-11-11T08:12:31.382952,
74,12.480094920580562,0.867497899,2025-11-11T08:12:38.933648,
75,139.9065994,0.8657629027243453,2025-11-11T08:12:46.631296,
76,12.068132260950918,0.8640313769188966,2025-11-11T08:12:54.285265,
77,34.23369876634628,0.8623033141650589,2025-11-11T08:13:01.211041,
78,78.47004834787018,0.8605787075367288,2025-11-11T08:13:07.754755,
79,3.562314773355837,0.8588575501216553,2025-11-11T08:13:14.350773,
80,166.78713224849324,0.857139835,2025-11-11T08:13:21.626240,
81,-22.11245077,0.8554255553513692,2025-11-11T08:13:28.966583,
82,17.851571807811474,0.8537147042406664,2025-11-11T08:13:35.824799,
83,113.73476774670087,0.8520072748321851,2025-11-11T08:13:44.119610,
84,21.443200954257726,0.8503032602825207,2025-11-11T08:13:51.441020,
85,-26.04215541,0.8486026537619556,2025-11-11T08:13:58.705143,
86,15.71584536659632,0.8469054484544317,2025-11-11T08:14:05.755061,
87,-92.23878887,0.8452116375575228,2025-11-11T08:14:13.210416,
88,54.55352518490267,0.8435212142824078,2025-11-11T08:14:20.302951,
89,60.068149601243675,0.841834172,2025-11-11T08:14:27.489191,
90,-1.570955523,0.8401505035101353,2025-11-11T08:14:34.452275,
91,76.15188836598534,0.838470203,2025-11-11T08:14:42.235739,
92,-30.69266467,0.8367932620981088,2025-11-11T08:14:49.037483,
93,50.35745578168235,0.8351196755739125,2025-11-11T08:14:56.139430,
94,-41.14315276,0.8334494362227647,2025-11-11T08:15:03.576336,
95,44.08641700212425,0.8317825373503192,2025-11-11T08:15:11.237889,
96,38.29479461715245,0.8301189722756185,2025-11-11T08:15:18.667250,
97,59.21437374077924,0.8284587343310672,2025-11-11T08:15:26.823816,
98,167.46748782843056,0.8268018168624051,2025-11-11T08:27:28.859077,
99,23.541151417933627,0.8251482132286803,2025-11-11T08:27:36.263744,
